emp_no,salary,from_date,to_date
19213,40000,1990-07-29,1991-07-29
19214,60430,1997-09-15,1998-09-15
19215,73759,1999-11-09,2000-11-08
19216,50972,1992-01-04,1993-01-03
19217,84514,1987-03-25,1988-03-24
19218,68739,1987-05-29,1988-05-28
19219,91816,1994-06-19,1995-06-19
19220,85619,1992-04-09,1993-04-09
19221,55614,1995-01-10,1996-01-10
19222,47714,1997-01-24,1998-01-24
19223,70712,1990-01-28,1991-01-28
19224,58162,1987-01-13,1988-01-13
19225,44534,1993-04-11,1994-04-11
19226,44943,1987-06-12,1988-06-11
19227,45792,1993-04-07,1994-04-07
19228,53868,1985-05-21,1986-05-21
19229,63587,1998-01-19,1999-01-19
19230,54403,1985-03-18,1986-03-18
19231,40000,1986-09-21,1987-09-21
19232,40000,1992-01-22,1993-01-21
19233,86175,1998-03-23,1999-03-23
19234,40000,1995-09-22,1996-09-21
19235,45840,1985-07-18,1986-07-18
19236,67760,1988-07-12,1989-07-12
19237,40000,1987-07-13,1988-07-12
19238,65002,1989-08-14,1990-08-14
19239,60878,1997-02-17,1998-02-17
19240,40000,1992-08-08,1993-08-08
19241,53404,1989-05-15,1990-05-15
19242,64357,1994-10-26,1995-10-26
19243,58558,1993-02-24,1994-02-24
19244,51173,1998-09-09,1999-09-09
19245,79496,1992-10-08,1993-10-08
19246,40000,1987-03-06,1988-03-05
19247,64734,1986-12-30,1987-12-30
19248,83184,1985-02-24,1986-02-24
19249,40000,1999-10-17,2000-10-16
19250,65051,1993-06-12,1994-06-12
19251,40000,1992-08-15,1993-08-15
19252,40000,1990-09-02,1991-09-02
19253,58772,1996-08-13,1997-08-13
19254,40000,1989-08-10,1990-08-10
19255,40000,1995-12-16,1996-12-15
19256,40000,1988-08-07,1989-08-07
19257,42823,1997-10-11,1998-10-11
19258,40741,1990-12-26,1991-12-26
19259,47060,1987-11-17,1988-11-16
19260,71690,1991-07-24,1992-07-23
19261,70611,1995-04-26,1996-04-25
19262,40712,1992-09-01,1993-09-01
19263,44464,1993-04-16,1994-04-16
19264,79407,1993-04-29,1994-04-29
19265,94306,1992-01-09,1993-01-08
19266,40371,1994-12-14,1995-12-14
19267,42160,1989-01-19,1990-01-19
19268,40000,1986-05-10,1987-05-10
19269,70909,1990-09-19,1991-09-19
19270,42679,1988-06-27,1989-06-27
19271,42273,1994-03-26,1995-03-26
19272,73936,1995-09-19,1996-09-18
19273,44851,1989-02-19,1990-02-19
19274,52473,1992-09-28,1993-09-28
19275,45426,1999-11-06,2000-11-05
19276,42654,1999-05-01,2000-04-30
19277,45078,1988-02-05,1989-02-04
19278,40000,1989-03-25,1990-03-25
19279,74730,1986-02-20,1987-02-20
19280,40000,1999-10-07,2000-10-06
19281,40000,1998-07-26,1999-07-26
19282,69666,1992-09-01,1993-09-01
19283,40000,1999-07-05,2000-07-04
19284,75719,1994-08-28,1995-08-28
19285,65078,1986-08-28,1987-08-28
19286,40000,1998-12-04,1999-12-04
19287,40000,1997-06-23,1998-06-23
19288,40000,1991-01-14,1992-01-14
19289,59172,1998-11-12,1999-11-12
19290,68307,1998-01-13,1999-01-13
19291,40000,1999-04-11,2000-04-10
19292,40000,1993-06-29,1994-06-29
19293,50563,1998-07-04,1999-07-04
19294,40000,1994-03-08,1995-03-08
19295,54763,1986-05-30,1987-05-30
19296,48991,1997-02-03,1998-02-03
19297,43913,1993-01-07,1994-01-07
19298,40000,1991-10-12,1992-10-11
19299,41058,1986-12-14,1987-12-14
19300,53702,1998-06-19,1999-06-19
19301,40000,1985-08-31,1986-08-31
19302,47807,1993-01-30,1994-01-30
19303,60140,1994-06-09,1995-06-09
19304,81918,1992-03-25,1993-03-25
19305,63243,1999-03-18,2000-03-17
19306,45631,1997-12-19,1998-12-19
19307,56551,1996-12-07,1997-12-07
19308,40000,1995-04-16,1996-04-15
19309,40000,1998-05-24,1999-05-24
19310,55989,1995-07-07,1996-07-06
19311,93141,1994-05-02,1995-05-02
19312,40000,1993-01-26,1994-01-26
19313,77096,1992-03-28,1993-03-28
19314,46459,1990-02-19,1991-02-19
19315,40000,1991-10-27,1992-10-25
19316,54649,1989-12-08,1990-12-08
19317,40000,1991-12-06,1992-12-05
19318,55717,1986-09-24,1987-09-24
19319,56511,1990-05-21,1991-05-21
19320,40000,1990-05-22,1991-05-22
19321,95207,1994-06-24,1995-06-24
19322,40000,1990-04-09,1991-04-09
19323,55222,1995-06-09,1996-06-08
19324,54256,1998-08-12,1999-08-12
19325,40814,1987-05-09,1988-05-08
19326,40000,1989-11-09,1990-11-09
19327,41345,1987-08-29,1988-08-28
19328,40000,1996-03-14,1997-03-14
19329,48046,1994-02-04,1995-02-04
19330,47049,1985-12-02,1986-12-02
19331,62210,1990-12-22,1991-12-22
19332,66487,1986-06-17,1987-06-17
19333,44724,1986-03-27,1987-03-27
19334,40000,1991-09-17,1992-09-16
19335,40000,1990-10-06,1991-10-06
19336,74053,1994-01-05,1995-01-05
19337,40000,1986-12-02,1987-12-02
19338,66201,1986-09-28,1987-08-19
19339,56047,1986-06-22,1987-06-22
19340,50237,1994-09-08,1995-09-08
19341,67003,1997-04-17,1998-04-17
19342,40000,1990-01-19,1991-01-19
19343,44351,1986-06-02,1986-11-18
19344,40000,1988-09-25,1989-09-25
19345,40000,1992-02-23,1993-02-22
19346,40000,1990-06-24,1991-06-24
19347,86647,1993-11-25,1994-11-25
19348,73407,1994-08-26,1995-08-26
19349,40000,1997-02-17,1998-02-17
19350,41182,1994-03-27,1995-03-27
19351,60170,1987-09-13,1988-09-12
19352,53063,1996-08-30,1996-10-27
19353,58474,1985-10-28,1986-10-28
19354,40000,1992-02-21,1993-02-20
19355,40000,1986-08-01,1987-08-01
19356,51642,1985-12-29,1986-12-29
19357,40000,1995-11-13,1996-11-12
19358,45249,1994-10-22,1995-05-05
19359,53686,1996-10-30,1997-10-30
19360,56763,1999-07-29,2000-07-28
19361,47527,1999-10-05,2000-10-04
19362,40000,1993-11-30,1994-11-30
19363,40000,1993-08-26,1994-08-26
19364,48699,1989-11-17,1990-11-17
19365,40000,1992-03-08,1993-03-08
19366,86278,1996-07-13,1997-07-13
19367,40000,1986-11-26,1987-11-26
19368,40000,1995-10-02,1996-10-01
19369,47106,1992-04-20,1993-04-20
19370,48009,1992-01-23,1993-01-22
19371,42760,1998-11-22,1999-11-22
19372,40000,1997-01-01,1998-01-01
19373,78150,1996-02-24,1997-02-23
19374,51296,1987-12-11,1988-12-10
19375,40000,1991-10-26,1992-10-25
19376,40966,1999-08-01,1999-11-13
19377,40000,1986-03-01,1987-03-01
19378,65746,1995-11-06,1996-11-05
19379,53316,1990-01-09,1991-01-09
19380,40000,1993-10-23,1994-10-23
19381,82438,1986-10-07,1987-10-07
19382,40000,1994-04-26,1995-04-26
19383,42450,1992-06-06,1993-06-06
19384,41611,1994-12-26,1995-07-13
19385,73196,1997-03-20,1998-03-20
19386,71095,1987-04-01,1988-03-31
19387,44292,1998-05-18,1999-05-18
19388,40000,1999-03-09,2000-03-08
19389,46632,1990-03-03,1991-03-03
19390,54034,1989-09-26,1990-09-26
19391,56420,1995-08-18,1996-08-17
19392,40000,1986-10-20,1987-10-20
19393,52070,1986-12-04,1987-12-04
19394,70830,1988-12-10,1989-12-10
19395,46456,1987-07-01,1988-06-30
19396,61181,1987-07-01,1987-08-15
19397,46492,1987-12-01,1988-11-30
19398,40000,1987-08-13,1988-08-12
19399,72057,1986-10-27,1987-10-27
19400,48508,1997-12-19,1998-12-19
19401,71831,1999-11-04,2000-11-02
19402,40000,1991-11-28,1992-11-27
19403,40148,1993-02-01,1994-02-01
19404,40000,1997-10-12,1998-10-12
19405,50247,1998-09-25,1999-09-25
19406,49576,1987-11-03,1988-11-02
19407,53204,1995-02-08,1996-02-08
19408,40000,1999-01-17,2000-01-17
19409,40000,1991-05-16,1992-05-15
19410,40000,1992-08-05,1993-08-05
19411,42308,1990-05-27,1991-05-27
19412,40000,1997-06-18,1998-06-18
19413,61836,1990-10-04,1991-10-04
19414,66670,1987-06-03,1988-06-02
19415,87974,1989-02-01,1990-02-01
19416,55322,1985-06-15,1986-06-15
19417,53376,1994-09-04,1995-09-04
19418,43018,1988-06-16,1989-06-16
19419,52164,1988-11-25,1989-11-25
19420,72079,1987-11-08,1988-11-07
19421,40000,1990-01-19,1990-08-19
19422,48435,1995-04-18,1996-04-17
19423,50578,2000-01-23,2000-10-08
19424,68945,1986-06-15,1987-06-15
19425,53627,1989-06-12,1990-06-12
19426,40000,1994-05-19,1995-05-19
19427,110099,1987-11-12,1988-11-11
19428,53727,1987-05-11,1988-05-10
19429,43089,1989-12-22,1990-12-22
19430,45775,1995-09-09,1996-09-08
19431,40000,1988-02-12,1989-02-11
19432,72588,1988-10-05,1989-10-05
19433,55687,1993-12-09,1994-12-09
19434,40938,1996-04-01,1997-04-01
19435,47672,1985-04-01,1986-04-01
19436,68261,1997-02-16,1998-02-16
19437,60814,1989-09-07,1990-09-07
19438,63148,1988-02-26,1989-02-25
19439,45548,1990-04-16,1991-04-16
19440,40000,1986-05-12,1987-05-12
19441,57943,1990-06-23,1991-06-23
19442,51952,1986-09-12,1987-09-12
19443,56154,1995-12-16,1996-12-15
19444,49310,1997-08-07,1998-08-07
19445,46101,1998-11-02,1999-11-02
19446,40000,1996-03-12,1997-03-12
19447,40000,1998-11-24,1999-11-24
19448,86047,1996-10-22,1997-10-22
19449,47905,1988-04-12,1989-04-12
19450,61829,1991-10-10,1992-10-09
19451,45256,1994-05-08,1995-05-08
19452,44173,1998-02-09,1999-02-09
19453,40000,1999-04-16,2000-04-15
19454,40000,1985-02-26,1986-02-26
19455,40000,1996-08-28,1997-08-28
19456,40000,1993-03-01,1993-11-02
19457,40000,1991-05-30,1992-05-29
19458,40000,1986-02-11,1987-02-11
19459,54603,1999-08-18,2000-08-17
19460,48562,1985-07-30,1986-07-30
19461,40000,1993-04-24,1994-04-24
19462,43980,1993-09-09,1994-09-09
19463,40000,1994-02-25,1995-02-25
19464,76281,1989-05-07,1990-05-07
19465,44425,1988-02-17,1989-02-16
19466,40000,1987-10-17,1988-10-16
19467,40000,1986-06-11,1987-06-11
19468,40768,1996-12-12,1997-12-12
19469,40000,1986-09-09,1987-09-09
19470,40000,1992-01-12,1993-01-11
19471,41613,1993-11-17,1994-11-17
19472,40000,1995-07-08,1996-07-07
19473,55016,1991-12-15,1992-12-14
19474,92567,1997-12-15,1998-12-15
19475,67482,1996-11-07,1997-11-07
19476,46999,1988-11-05,1989-11-05
19477,52204,1998-09-07,1999-09-07
19478,40000,1988-12-05,1989-12-05
19479,40000,1988-10-27,1989-10-27
19480,49570,1998-10-19,1999-10-19
19481,40000,1988-04-06,1989-04-06
19482,56885,1993-12-20,1994-12-20
19483,57869,1993-06-30,1994-06-30
19484,40000,1991-08-20,1992-08-19
19485,49261,1999-09-20,2000-09-19
19486,54601,1997-11-12,1998-11-12
19487,64256,1987-05-11,1988-05-10
19488,45504,1993-06-16,1994-06-16
19489,86463,1989-03-02,1990-03-02
19490,78767,1993-08-04,1994-08-04
19491,40000,1987-07-23,1988-07-22
19492,49133,1988-11-19,1989-11-19
19493,59120,1996-04-16,1997-04-16
19494,52746,1987-01-10,1988-01-10
19495,76585,1999-12-01,2000-08-04
19496,40000,1998-04-19,1999-04-19
19497,40000,1998-01-18,1999-01-18
19498,96112,1986-06-18,1987-06-18
19499,40000,1988-12-10,1989-12-10
19500,45679,1986-11-30,1987-11-30
19501,72030,1991-06-07,1992-06-06
19502,63011,1986-01-25,1987-01-25
19503,43939,1986-09-05,1987-09-05
19504,45465,1987-12-16,1988-12-15
19505,68475,1988-12-22,1989-12-22
19506,49546,1997-12-05,1998-12-05
19507,45849,1989-10-02,1990-10-02
19508,40000,1992-11-10,1993-11-10
19509,40000,1987-10-13,1988-10-12
19510,40000,1986-08-31,1987-08-31
19511,69281,1994-04-08,1995-04-08
19512,40000,1998-05-02,1999-05-02
19513,58854,1994-11-11,1995-11-11
19514,72817,1998-12-13,1999-12-13
19515,79297,1985-11-21,1986-11-21
19516,66455,1998-07-11,1999-07-11
19517,40000,1994-01-19,1995-01-19
19518,48762,1997-06-06,1998-06-06
19519,40000,1993-03-18,1994-03-18
19520,61414,1995-04-26,1996-04-25
19521,41004,1997-02-14,1998-02-14
19522,40000,1994-08-22,1995-08-22
19523,65602,1985-06-18,1986-06-18
19524,53645,1995-12-01,1996-11-30
19525,62609,1999-06-10,2000-06-09
19526,68642,1987-08-15,1988-08-14
19527,43829,1996-08-12,1997-08-12
19528,73040,1999-07-29,1999-09-18
19529,40000,1988-03-10,1989-03-10
19530,40000,1997-09-02,1998-09-02
19531,40000,1986-04-28,1987-04-28
19532,48624,1994-03-13,1995-03-13
19533,91866,1989-04-16,1990-04-16
19534,40000,1997-10-06,1998-10-06
19535,45172,1994-05-03,1995-05-03
19536,40000,1989-01-12,1990-01-12
19537,63290,1997-01-24,1998-01-24
19538,41962,1986-08-08,1987-08-08
19539,46271,1998-11-05,1999-11-05
19540,49388,1996-07-05,1997-07-05
19541,62904,1989-01-26,1990-01-26
19542,40000,1994-02-19,1995-02-19
19543,55814,1990-08-05,1991-08-05
19544,40000,1989-05-10,1990-05-10
19545,86102,1991-12-02,1992-12-01
19546,40000,1997-11-16,1998-11-16
19547,59954,1998-10-28,1999-10-28
19548,40000,1988-11-27,1989-11-27
19549,79277,1992-06-08,1993-06-08
19550,40000,1992-08-27,1993-08-27
19551,78384,1986-10-19,1987-10-19
19552,40000,1986-07-06,1987-07-06
19553,63285,1997-04-10,1998-04-10
19554,65627,1994-01-09,1995-01-09
19555,40000,1999-02-07,2000-02-07
19556,40000,1997-04-04,1998-04-04
19557,54617,1992-12-12,1993-12-12
19558,63858,1991-09-02,1992-09-01
19559,40000,1995-01-25,1996-01-25
19560,40000,1989-04-10,1990-04-10
19561,52778,1987-04-30,1988-04-29
19562,40000,1994-04-20,1995-04-20
19563,46736,1997-04-11,1998-04-11
19564,56807,1986-12-16,1987-12-16
19565,40000,1997-10-07,1998-10-07
19566,53966,1991-10-04,1992-10-03
19567,61013,1991-08-30,1992-08-29
19568,71394,1988-03-16,1989-03-16
19569,45254,1990-07-04,1991-07-04
19570,40000,1997-11-02,1998-11-02
19571,62539,1995-08-13,1996-08-12
19572,41450,1998-10-20,1999-10-20
19573,62455,1995-04-26,1996-04-25
19574,72597,1994-05-28,1995-05-28
19575,65153,1993-05-07,1994-05-07
19576,51482,1996-06-28,1997-06-28
19577,40000,1989-03-22,1990-03-22
19578,41863,1998-01-15,1999-01-15
19579,40000,1993-01-17,1994-01-17
19580,82037,1988-04-13,1989-04-13
19581,48343,1987-10-12,1988-10-11
19582,45992,1995-03-29,1996-03-28
19583,64800,1993-05-30,1994-05-30
19584,68706,1986-09-03,1987-09-03
19585,60680,1997-06-24,1998-06-24
19586,40000,1985-10-02,1986-10-02
19587,40818,1987-10-28,1988-10-27
19588,40000,1994-03-28,1995-03-28
19589,66556,1992-12-09,1993-12-09
19590,40660,1991-03-12,1992-03-11
19591,40000,1992-10-17,1993-10-17
19592,52696,1991-02-23,1992-02-23
19593,55221,1997-10-14,1998-10-14
19594,40036,1992-06-15,1993-06-15
19595,40000,1988-03-17,1989-03-17
19596,46764,1991-07-29,1992-07-28
19597,55741,1998-09-10,1999-09-10
19598,85336,1994-10-08,1995-10-08
19599,43790,1990-08-27,1991-08-27
19600,47763,1992-12-27,1993-12-27
19601,69133,1992-07-03,1993-07-03
19602,51525,1988-07-22,1989-07-22
19603,74292,1987-05-13,1988-05-12
19604,53992,1986-07-12,1987-07-12
19605,40000,1992-03-28,1993-03-28
19606,40000,1992-04-05,1993-04-05
19607,42127,1997-04-02,1998-04-02
19608,59450,1987-06-09,1988-06-08
19609,40000,1993-08-11,1994-08-11
19610,49786,1995-06-25,1996-06-24
19611,43627,1997-03-16,1998-03-16
19612,83131,1986-08-25,1987-08-25
19613,63845,1994-10-24,1995-10-24
19614,62330,1996-08-13,1996-09-17
19615,46987,1985-12-19,1986-12-19
19616,45859,1998-02-13,1999-02-13
19617,43394,1988-07-09,1989-07-09
19618,66285,1994-02-17,1995-02-17
19619,49149,1999-12-11,2000-12-10
19620,51357,1991-06-23,1992-06-22
19621,40000,1991-06-16,1992-06-15
19622,49851,1989-04-20,1990-04-20
19623,51754,1989-11-25,1990-03-23
19624,49259,1985-11-11,1986-11-11
19625,52958,1998-05-23,1999-05-23
19626,40000,1995-12-15,1996-12-14
19627,40666,1994-07-26,1995-07-26
19628,65818,1988-08-15,1989-08-15
19629,81751,1994-02-27,1995-02-27
19630,40000,1999-05-03,2000-05-02
19631,40000,1997-04-29,1998-04-29
19632,40000,1996-08-25,1997-08-25
19633,40000,1989-02-07,1990-02-07
19634,50862,1986-09-01,1987-09-01
19635,54257,1989-06-23,1990-06-23
19636,88306,1988-09-14,1989-09-14
19637,45831,1985-05-26,1986-05-26
19638,40737,1986-05-21,1987-05-21
19639,40000,1993-12-10,1994-12-10
19640,71369,1999-02-02,2000-02-02
19641,45882,1998-10-29,1999-10-29
19642,40000,1996-05-13,1997-05-13
19643,109733,1991-01-25,1992-01-25
19644,53423,1986-05-06,1987-05-06
19645,44747,1987-12-02,1988-12-01
19646,42257,1993-07-17,1994-07-17
19647,40000,1993-09-13,1994-09-13
19648,40446,1990-06-09,1991-06-09
19649,40000,1994-11-13,1995-11-13
19650,40652,1998-08-05,1999-08-05
19651,47685,1996-12-03,1997-12-03
19652,40000,1993-03-05,1994-03-05
19653,40000,1985-03-26,1986-03-26
19654,54601,1989-03-22,1990-03-22
19655,53043,1993-09-05,1994-09-05
19656,40000,1994-01-07,1995-01-07
19657,87402,1996-03-12,1996-12-12
19658,40000,1989-08-04,1990-08-04
19659,40000,1990-12-04,1991-12-04
19660,52702,1992-08-10,1993-08-10
19661,40000,1991-03-21,1992-03-20
19662,52719,1991-04-10,1992-04-09
19663,74026,1987-03-29,1988-03-28
19664,40000,1994-08-31,1995-08-31
19665,63601,1996-11-03,1997-11-03
19666,69372,1987-10-03,1987-12-23
19667,52876,1986-06-13,1987-06-13
19668,64860,1999-09-25,2000-09-24
19669,68024,1985-10-29,1986-10-29
19670,40000,1990-04-01,1991-04-01
19671,48099,1993-06-16,1994-06-16
19672,40000,1997-06-10,1998-06-10
19673,60232,1994-02-08,1995-02-08
19674,40000,1997-02-05,1998-02-05
19675,90306,1987-06-21,1988-06-20
19676,40000,1993-08-28,1994-08-28
19677,55871,1992-09-06,1993-09-06
19678,40000,1987-06-10,1988-06-09
19679,44169,1989-08-01,1990-08-01
19680,47936,1993-10-17,1994-10-17
19681,49121,1994-03-25,1995-03-25
19682,72019,1997-03-29,1998-03-29
19683,70953,1996-03-27,1997-03-27
19684,52935,1988-03-01,1989-03-01
19685,54897,1993-03-07,1994-03-07
19686,50497,1987-01-30,1988-01-30
19687,59213,1996-12-23,1997-12-23
19688,40000,1997-11-28,1998-11-28
19689,48791,1991-12-15,1992-12-14
19690,52072,1996-02-10,1997-02-09
19691,40000,1989-10-25,1990-10-25
19692,43847,1985-06-12,1986-06-12
19693,52584,1990-04-28,1991-04-28
19694,44324,1995-11-17,1996-11-16
19695,54962,1989-10-24,1990-10-24
19696,51758,1989-12-02,1990-12-02
19697,40000,1999-03-01,2000-02-29
19698,65479,1990-07-06,1991-07-06
19699,42697,1986-08-25,1987-08-25
19700,73833,1996-04-25,1997-04-25
19701,40000,1999-05-22,2000-05-21
19702,54795,1996-10-06,1997-10-06
19703,69397,1989-06-26,1990-06-26
19704,40000,1996-03-19,1997-03-19
19705,61150,1991-07-13,1992-07-12
19706,40000,1998-03-19,1999-03-19
19707,58851,1998-01-11,1999-01-11
19708,49169,1999-03-10,2000-03-09
19709,62904,1986-03-22,1987-03-22
19710,46824,1987-06-26,1988-06-25
19711,40000,1991-07-02,1992-07-01
19712,40000,1986-01-09,1987-01-09
19713,40000,1990-10-30,1991-10-30
19714,40000,1999-02-26,2000-02-26
19715,40000,1993-01-12,1994-01-12
19716,109919,1998-09-10,1999-09-10
19717,50712,1987-09-01,1988-08-31
19718,50948,1998-06-05,1999-06-05
19719,40000,1990-04-27,1991-04-27
19720,40000,1987-01-13,1988-01-13
19721,63387,1994-05-08,1995-05-08
19722,41559,1986-12-22,1987-12-22
19723,54056,1994-04-22,1995-04-22
19724,69399,1988-09-09,1989-09-09
19725,63873,1992-07-08,1993-07-08
19726,54183,1992-11-30,1993-11-30
19727,40000,1996-05-20,1997-05-20
19728,78721,1986-08-26,1987-08-26
19729,58721,1991-08-01,1992-07-31
19730,40000,1990-12-06,1991-12-06
19731,64316,1990-11-07,1991-11-07
19732,40000,1988-02-18,1989-02-17
19733,40000,1989-12-10,1990-12-10
19734,44687,1991-09-13,1992-09-12
19735,54388,1988-05-05,1989-04-14
19736,54415,1999-03-30,2000-03-29
19737,86017,1997-02-14,1998-02-14
19738,74083,1991-12-22,1992-12-21
19739,40292,1987-08-11,1988-08-10
19740,40000,1991-12-13,1992-12-12
19741,52691,1996-03-28,1997-03-28
19742,40609,1987-06-11,1988-06-10
19743,57433,1987-03-07,1988-03-06
19744,59739,1993-06-13,1994-06-13
19745,44891,1987-06-13,1988-06-12
19746,41247,1990-06-20,1991-06-20
19747,78359,1990-07-08,1991-07-08
19748,40000,1997-12-20,1998-12-20
19749,50906,1994-07-02,1995-07-02
19750,76231,1998-07-11,1999-07-11
19751,48643,1992-10-01,1993-10-01
19752,50804,1992-05-09,1993-05-09
19753,40000,1992-12-17,1993-01-22
19754,40000,1991-11-06,1992-11-05
19755,40000,1999-05-06,2000-05-05
19756,67396,1989-07-13,1990-07-13
19757,42172,1995-05-22,1996-05-21
19758,40000,1985-04-26,1986-04-26
19759,46201,1991-12-28,1992-12-27
19760,66121,1988-02-27,1989-02-26
19761,62745,1985-08-04,1986-08-04
19762,59454,1995-03-25,1996-03-24
19763,40000,1994-06-28,1995-06-28
19764,40000,1997-04-03,1998-04-03
19765,40000,1996-03-10,1997-03-10
19766,52681,1985-10-22,1986-10-22
19767,47587,1996-09-20,1997-09-20
19768,40000,1991-08-17,1992-08-16
19769,53298,1985-09-17,1986-09-17
19770,64993,1998-10-03,1999-10-03
19771,89448,1997-07-06,1998-07-06
19772,60796,1992-03-23,1993-03-23
19773,51244,1993-11-14,1994-11-14
19774,40349,1991-04-13,1992-04-12
19775,40000,1997-11-10,1998-11-10
19776,40000,1985-06-15,1986-06-15
19777,63089,1991-03-15,1992-03-14
19778,62997,1994-02-26,1995-02-18
19779,70301,1989-02-10,1990-02-10
19780,40000,1996-06-21,1997-06-21
19781,77948,1986-09-10,1987-09-10
19782,40000,1986-05-14,1987-05-14
19783,44486,1996-06-22,1997-06-22
19784,71486,1989-04-26,1990-04-26
19785,47020,1995-01-01,1996-01-01
19786,56129,1986-11-06,1987-11-06
19787,40238,1996-11-02,1997-11-02
19788,74610,1990-07-01,1991-07-01
19789,61349,1992-09-26,1993-09-26
19790,40000,1996-08-26,1997-08-26
19791,45827,1990-12-08,1991-12-08
19792,79531,1998-03-29,1999-03-29
19793,69671,1986-04-28,1987-04-28
19794,58004,1991-07-18,1992-07-17
19795,57299,1993-09-10,1994-09-10
19796,58898,1996-04-25,1997-04-25
19797,40000,1997-05-01,1998-05-01
19798,68917,1990-10-05,1991-10-05
19799,46298,1998-03-03,1998-06-25
19800,44666,1994-08-07,1995-08-07
19801,40000,1999-06-30,2000-06-29
19802,40000,1987-03-04,1988-03-03
19803,71465,1987-06-13,1988-06-12
19804,53435,1998-03-06,1999-03-06
19805,44692,1985-03-18,1986-03-18
19806,40000,1997-06-27,1998-06-27
19807,40000,1995-09-27,1996-09-26
19808,53709,1997-10-23,1998-10-23
19809,40000,1993-02-03,1994-02-03
19810,49383,1998-08-13,1999-08-13
19811,54334,1994-05-06,1995-05-06
19812,40000,1996-12-20,1997-12-20
19813,77236,1991-12-19,1992-12-18
19814,40000,1992-06-13,1993-06-13
19815,40000,1990-03-15,1991-03-15
19816,53186,1999-08-11,2000-08-10
19817,50528,1990-10-08,1991-10-08
19818,40000,1996-07-19,1997-07-19
19819,40000,1999-06-25,2000-06-24
19820,40000,1987-12-20,1988-12-19
19821,52106,1993-01-16,1994-01-16
19822,71118,1997-05-08,1998-05-08
19823,57116,1986-02-01,1987-02-01
19824,104158,1996-06-01,1997-06-01
19825,46420,1988-12-16,1989-12-16
19826,53382,1985-05-08,1986-05-08
19827,53207,1995-01-18,1996-01-18
19828,48504,1985-06-06,1986-06-06
19829,40000,1992-06-03,1993-06-03
19830,51450,1998-10-11,1999-10-11
19831,59533,1993-05-06,1994-05-06
19832,58643,1989-03-07,1990-03-07
19833,57420,1995-06-06,1996-06-05
19834,74408,1992-12-08,1993-12-08
19835,53303,1996-03-29,1997-03-29
19836,74088,1996-03-14,1997-03-14
19837,64475,1986-08-31,1987-08-31
